key_resp.corr,key_resp.rt,Key_resp.corr,Key_resp.rt,,,,Sequential ,Random
,,1,0.7203580000204965,,,,,
,,1,0.3948225000058301,,,,,
,,1,0.2377866000169888,,,,,
,,1,0.0834694,,,,,
,,1,0.058664900017902255,,,,,
,,1,0.18472970003494993,,,,,
,,1,0.038406700012274086,,,,,
,,1,0.45346889999927953,,,,,
,,1,0.17659580003237352,,,,,
,,1,0.27571249997708946,,,,,
,,1,0.36652870004763827,,,,,
,,1,0.11206739995395765,,,,,
,,1,0.3721326000522822,,,,,
,,1,0.3163180000265129,,,,,
,,1,0.14502499997615814,,,,,
,,1,0.8057775999768637,,,,,
,,1,0.1192911000107415,,,,,
,,1,0.23740549996728078,,,,,
,,1,0.25389139994513243,,,,,
,,1,0.16357600002083927,,,,,
,,1,0.7727862999890931,,,,,
,,1,0.8805264999973588,,,,,
,,1,0.4284128,,,,,
,,1,0.3672120000119321,,,,,
,,1,0.1794205000041984,,,,,
